"selection1_name","selection1_Text_name","selection1_Heading","selection1_Data"
"","О фильтрации особо не распространяются, пишут только, что «использовалась система фильтрации, которая предельно проста и в то же время инновационна». Водка мягкая, имеет легкую кремовость и пьется отлично. В линейке завода есть и водка Ikra Black с тем же составом, но спирт этиловый ректификованный из пищевого сырья Альфа «Органик». Она дороже, видимо потому, что к черной икре. Он производится по такой же технологии, как и Альфа, но из экологически чистого зерна, выращенного, сохраненного и переработанного без применения химии. Обе водки очень достойные, разница только в цене и цвете этикетки.","В поисках водки, в которой исключительно только водка. Нашел 5 вариантов нашей российской","29 февраля"
"","Чистые Росы Organic (40%)","В поисках водки, в которой исключительно только водка. Нашел 5 вариантов нашей российской","29 февраля"
"","Супер-премиальная водка производства Саранского ЛВЗ. Они пишут, что это первая в России органик-водка. В ее составе спирта Альфа и артезианская вода. Сейчас в продаже 3 вариации этой водки, но пшеничная самая мягкая, имейте это в виду. Каждый этап ее создания сертифицирован в соответствии с Европейской комиссией по биостандартам AbCert AG (Германия). Пшеница была выращена на полях эко-хозяйства «Биосфера» (Республика Мордовия), почвы которого прошли органик-сертификацию и не подвергались воздействию удобрений в течение 18 лет. Удостоена двух золотых медалей на конкурсе «Лучшая водка-2015» в номинациях Открытие года и Супер-премиальный сегмент. Водка и мягкая, и голова потом не болит, но по цене – это больно.","В поисках водки, в которой исключительно только водка. Нашел 5 вариантов нашей российской","29 февраля"
"","Инструкции по безопасности, которые выдают своим клиентам банки, не меняются долгие годы. Везде перечислены приблизительно одинаковые риски и даны одинаковые советы, как их избежать.","Как могут украсть деньги с карты в 2024 г. — чего стоит опасаться, а о чём можно забыть","16 января"
"","Однако, время не стоит на месте, меняются как сами банковские карты, так и весь окружающий мир, и это не могло не сказаться на безопасности банковских карт. Поэтому я решил рассмотреть возможные риски хищения средств с банковских карт в наше время.","Как могут украсть деньги с карты в 2024 г. — чего стоит опасаться, а о чём можно забыть","16 января"
"","Копирование пластиковой карты","Как могут украсть деньги с карты в 2024 г. — чего стоит опасаться, а о чём можно забыть","16 января"
"","Часто можно встретить совет о том, что нужно осмотреть банкомат на предмет «дополнительных устройств», закреплённых преступниками на банкомате — скиммерах. Это такие накладки, которые размещались в районе картридера; когда клиент вставлял карту в банкомат — они копировали данные с магнитной полосы. Пин-код при этом либо снимали на скрытую камеру, либо «запоминали» с помощью фальшивой накладной клавиатуры.","Как могут украсть деньги с карты в 2024 г. — чего стоит опасаться, а о чём можно забыть","16 января"
"","Сейчас за рубежом часто стали использовать скиммеры, которые не видны невооружённым глазом — их размещают внутри картридера банкомата.","Как могут украсть деньги с карты в 2024 г. — чего стоит опасаться, а о чём можно забыть","16 января"
"","За рубежом скиммеры активно используются преступниками — в новостях можно найти много упоминаний об этом, но в России скиммеров можно не опасаться.","Как могут украсть деньги с карты в 2024 г. — чего стоит опасаться, а о чём можно забыть","16 января"
"","Во-первых, всё меньше остаётся мест, где для оплаты используется магнитная полоса. Но, главное, данные, скопированные с карт в России, не могут быть использованы за рубежом, в связи с тем, что платежные системы Visa и MasterCard больше не работают в нашей стране — т.е. перепродавать данные российских клиентов за рубежом нет смысла.","Как могут украсть деньги с карты в 2024 г. — чего стоит опасаться, а о чём можно забыть","16 января"
"","Призрачные платежи в банкоматах","Как могут украсть деньги с карты в 2024 г. — чего стоит опасаться, а о чём можно забыть","16 января"
"","Если скиммеров, фактически, можно уже не опасаться, то остаётся вероятность встретить накладную клавиатуру, которая будет распознавать вводимый пин-код.","Как могут украсть деньги с карты в 2024 г. — чего стоит опасаться, а о чём можно забыть","16 января"
"","Некоторое время назад в Бразилии была выявлена вредоносная программа, которая заражала банкоматы. Банкомат, заражённый такой программой, в момент обслуживания проводил ещё одну «дополнительную операцию» — оплату покупки. И, хотя визуально программу не видно, но накладную клавиатуру можно обнаружить.","Как могут украсть деньги с карты в 2024 г. — чего стоит опасаться, а о чём можно забыть","16 января"
"","Об использовании подобной схемы хищения средств в России пока неизвестно, но представить, что какие-то злоумышленники зарегистрируют терминал на фирму-однодневку, и попытаются каким-то образом заразить банкоматы, несложно.","Как могут украсть деньги с карты в 2024 г. — чего стоит опасаться, а о чём можно забыть","16 января"
"","Защититься, кстати, от подобной схемы хищения средств достаточно просто. Можно даже не разглядывать клавиатуры, выискивая фальшивые, а просто пользоваться банкоматами исключительно бесконтактно.","Как могут украсть деньги с карты в 2024 г. — чего стоит опасаться, а о чём можно забыть","16 января"
"","Несанкционированные списания с помощью бесконтактных платежей","Как могут украсть деньги с карты в 2024 г. — чего стоит опасаться, а о чём можно забыть","16 января"
"","В интернете часто можно встретить истории о том, что злоумышленники списывают деньги с помощью переносного терминала, которым «прижимаются» к пассажирам в общественном транспорте. О реальных случаях таких хищений неизвестно.","Как могут украсть деньги с карты в 2024 г. — чего стоит опасаться, а о чём можно забыть","16 января"
"","Тут, скорее, можно опасаться того, что с карты считают какие-то базовые данные — номер карты, срок действия и, иногда, список последних операций по карте.","Как могут украсть деньги с карты в 2024 г. — чего стоит опасаться, а о чём можно забыть","16 января"
"","Защититься от этого можно с помощью специального защитного чехла или кошелька. Но, я бы не стал заморачиваться — считать данные всё же не так просто, а пользы от них не так уж и много. Одного номера и срока действия карты для того, чтобы совершить платёж, недостаточно — нужен, как минимум, ещё и код верификации — CVC/CVV, который нанесён на обратной стороне карты (получить его бесконтактно нельзя).","Как могут украсть деньги с карты в 2024 г. — чего стоит опасаться, а о чём можно забыть","16 января"
"","Воровство средств с карты в интернете","Как могут украсть деньги с карты в 2024 г. — чего стоит опасаться, а о чём можно забыть","16 января"
"","С помощью банковской карты можно расплачиваться в интернет-магазинах. Обычно для этого достаточно знать номер карты, код верификации (CVC/CVV) и срок действия. Также при большинстве платежей будет запрашиваться код для подтверждения платежа, который отправляется банком по SMS (или каким-то иным способом).","Как могут украсть деньги с карты в 2024 г. — чего стоит опасаться, а о чём можно забыть","16 января"
"","Злоумышленники ставят перед собой задачу выманить у вас реквизиты карты, для того чтобы начать с неё списывать деньги. Это возможно и без дополнительного подтверждения кодом из SMS — некоторые сайты, в т.ч. и в России принимают оплату без такого подтверждения (на одном из таких я каждый месяц оплачиваю коммунальные платежи).","Как могут украсть деньги с карты в 2024 г. — чего стоит опасаться, а о чём можно забыть","16 января"
"","Кроме того, были случаи, когда злоумышленники создают фальшивый сайт, в котором предлагают оплатить покупку. Параллельно с этим они инициируют перевод с карты на карту, а код, необходимый для подтверждения перевода, вводит сам клиент, предполагая, что он необходим для оплаты заказа.","Как могут украсть деньги с карты в 2024 г. — чего стоит опасаться, а о чём можно забыть","16 января"
"","Для защиты от хищения средств с карты в интернете нужно быть внимательным к сайту, где совершается покупка. К незнакомым сайтам лучше относиться настороженно. Если пришло интересное предложение что-то купить по электронной почте, или увидели его где-то в сети, то лучше не переходить по ссылке, а зайти на сайт и найти товар там самостоятельно (чтобы не попасться на фишинговую ссылку).","Как могут украсть деньги с карты в 2024 г. — чего стоит опасаться, а о чём можно забыть","16 января"
"","Часто советуют завести для интернет-расчётов отдельную виртуальную карту. Но гораздо надёжнее — перейти на оплату с помощью СБП или различными Pay-сервисами (YandexPay, SberPay, TinkoffPay и т.д.).","Как могут украсть деньги с карты в 2024 г. — чего стоит опасаться, а о чём можно забыть","16 января"
"","В этом случае реквизиты карты нигде не указываются, подтверждение платежа осуществляется на вашем устройстве, при этом видите наименование юрлица, которому будет осуществлён перевод.","Как могут украсть деньги с карты в 2024 г. — чего стоит опасаться, а о чём можно забыть","16 января"
"","Да, в этом случае вы можете лишиться кешбэка, но думаю, это небольшая плата за безопасность.","Как могут украсть деньги с карты в 2024 г. — чего стоит опасаться, а о чём можно забыть","16 января"
"","Потеря (кража) карт и телефонов","Как могут украсть деньги с карты в 2024 г. — чего стоит опасаться, а о чём можно забыть","16 января"
"","Если потерять карту или телефон, то тоже есть риск остаться без денег.","Как могут украсть деньги с карты в 2024 г. — чего стоит опасаться, а о чём можно забыть","16 января"
"","Если карта поддерживает бесконтактные платежи (а все новые карты их поддерживают), то при оплате до 3000 ₽ пин-код запрашиваться не будет.","Как могут украсть деньги с карты в 2024 г. — чего стоит опасаться, а о чём можно забыть","16 января"
"","Нашедший вполне сможет ею воспользоваться — пройтись по магазинам, придерживаясь указанного лимита.","Как могут украсть деньги с карты в 2024 г. — чего стоит опасаться, а о чём можно забыть","16 января"
"","Точно так же обстоит ситуация при бесконтактной оплате телефоном — устройство не нужно разблокировать, если сумма покупки меньше трёх тысяч рублей.","Как могут украсть деньги с карты в 2024 г. — чего стоит опасаться, а о чём можно забыть","16 января"
"","Но тут ситуация немного лучше. Приложение Mir Pay позволяет отключить эту функцию в настройках, и тогда телефон нужно будет разблокировать при любой операции.","Как могут украсть деньги с карты в 2024 г. — чего стоит опасаться, а о чём можно забыть","16 января"
"","Правда, в альтернативных сервисах дело может обстоять иначе. Например, в Tinkoff Pay отключить возможность оплаты заблокированным телефоном нельзя.","Как могут украсть деньги с карты в 2024 г. — чего стоит опасаться, а о чём можно забыть","16 января"
"","Поэтому не теряйте карты и телефоны, а в приложении Mir Pay включите настройку «Запрос подтверждения при оплате».","Как могут украсть деньги с карты в 2024 г. — чего стоит опасаться, а о чём можно забыть","16 января"
"","👉Подпишитесь на мой телеграм-канал @vbankomate","Как могут украсть деньги с карты в 2024 г. — чего стоит опасаться, а о чём можно забыть","16 января"
"","Все предусмотреть невозможно, даже если кажется, что все продумал и учел. Но мы всегда пытаемся. Так что мы в Remplanner собрали для вас подборку сожалений тех, кто закончил ремонт и переехал в новую квартиру. Что не учли, о чем не подумали – возможно, что-то поможет вам принять правильное решение.","Мелочи, о которых не подумали во время ремонта: 9 сожалений","16 мая"
"","Межкомнатные двери","Мелочи, о которых не подумали во время ремонта: 9 сожалений","16 мая"
"","«Это моя боль – красивые, черные ручки магнитных замков с заостренным концом, за которые регулярно цепляешься. Для дверей в узких коридорах они точно неподходящий вариант. К сожалению, осознание этого пришло только спустя несколько недель после переезда».","Мелочи, о которых не подумали во время ремонта: 9 сожалений","16 мая"
"","Расположение и направление открывания межкомнатных дверей в коридорах важно рассчитать заранее и убедиться, что нет конфликта открывания. Но вот момент с фурнитурой часто остается непродуманным. Наименее травматичными в тесных пространствах будут круглые ручки типа кноб. У них свои недостатки, но за них не зацепишься.","Мелочи, о которых не подумали во время ремонта: 9 сожалений","16 мая"
"","Кстати, еще одна частая проблема – расположение выключателя не с той стороны. Логично делать его со стороны дверной ручки: открыли двери, протянули руку и включили свет. И все равно нередко мы видим выключатель со стороны петель.","Мелочи, о которых не подумали во время ремонта: 9 сожалений","16 мая"
"","Электропривод для жалюзи","Мелочи, о которых не подумали во время ремонта: 9 сожалений","16 мая"
"","«У нас в гостиной панорамные окна, чтобы обеспечивать дневное затенение, установили деревянные жалюзи. Смотрятся они красиво, но есть нюанс – для окна высотой почти 2,5 м поднять и опустить эти жалюзи дело не быстрое. В итоге очень пожалели, что сэкономили на электроприводе».","Мелочи, о которых не подумали во время ремонта: 9 сожалений","16 мая"
"","Сейчас системы умного дома активно проникают в нашу жизнь. Это почти всегда дорого, но за комфорт приходится платить. Наверное, привод для открытия и закрытия штор стоит обязательно делать в загородных домах со вторым светом, в квартирах это не так важно. Но вот в случае с жалюзи вопрос неоднозначный. Многие заказчики отвечают, что за такие деньги они как-нибудь сами будут эти жалюзи открывать и закрывать. Но это потому, что пока они не стали частью ежедневной рутины.","Мелочи, о которых не подумали во время ремонта: 9 сожалений","16 мая"
"","В реальности часто их просто перестают поднимать, довольствуясь переводом ламелей в нужное положение. И многих это устраивает.","Мелочи, о которых не подумали во время ремонта: 9 сожалений","16 мая"
"","Светильники и дверцы шкафов","Мелочи, о которых не подумали во время ремонта: 9 сожалений","16 мая"
"","«Кухня в три яруса, освещение сделано с накладными светильниками, и часть из них мешает полному открытию антресольных шкафов! Наверное, кто-то опытный учел бы этот момент, а мы вот не подумали. Выяснилось все только после установки кухни. Не будешь же все менять, когда столько денег вбухали».","Мелочи, о которых не подумали во время ремонта: 9 сожалений","16 мая"
"","Да, действительно, выступающие светильники иногда становятся проблемой. Если проект делает дизайнер, то расстояния от линии открывания фасадов до светильников он обязательно учтет. А вот при самостоятельном планировании об этом, по неопытности, можно не подумать. Проще, когда речь о магнитных треках, там можно переставить светильники или поменять их, убрав выступающие туда, где нет мебели. Со встроенными все дороже – купить новые, плоские, сложить в коробку и убрать до лучших времен неподходящие.","Мелочи, о которых не подумали во время ремонта: 9 сожалений","16 мая"
"","Диммеры","Мелочи, о которых не подумали во время ремонта: 9 сожалений","16 мая"
"","«Пришли к выводу, что весь свет стоило делать через диммеры. Удобно убавить все вечером, оставить минимум в коридоре на ночь, да и подсветку в кухне можно как дежурный свет использовать, если можно регулировать яркость. В детской можно плавно включать и выключать свет, меньше стресса для ребенка. Короче, пожив с парой диммеров оценил их профит и жалею, что не везде сделали».","Мелочи, о которых не подумали во время ремонта: 9 сожалений","16 мая"
"","Да, действительно, регулировка яркости светового потока с помощью диммера – очень полезное решение. Особенно в сочетании с системой умного дома, когда чтобы приглушить свет даже вставать с дивана не придется. Точно незаменимы они при использовании светодиодных лент, в разное время суток, на разных плоскостях, яркость света может быть слишком сильной или наоборот, недостаточной. Диммеры позволяют подстраивать интенсивность света под текущие потребности.","Мелочи, о которых не подумали во время ремонта: 9 сожалений","16 мая"
"","Разуклонка пола","Мелочи, о которых не подумали во время ремонта: 9 сожалений","16 мая"
"","«Не обратили внимания на уклон пола, особенно в кухне. Оказывается, он должен быть сделан к центру кухни. То есть если потечет холодильник, посудомойка или еще чего, вода не под шкафами в углу где-то будет копиться и утекать к соседям, а стечет в центр кухни, где вы вряд ли ее не заметите. У нас оказался как раз вариант с уклоном к стене, к счастью, несильный, и лужу мы все-таки быстро обнаружили. Вот тогда и узнали про разуклонку, таинством которой владеют нормальные плиточники…»","Мелочи, о которых не подумали во время ремонта: 9 сожалений","16 мая"
"","Выдержать легкий уклон к центру помещения можно даже без плитки, любой ламинат допускает наклон поверхности в 1 мм на 1-2 м длины. С плиткой все проще, конечно. Здесь важно не перестараться, разуклонка, как в душевой, в кухне не требуется. Главное обеспечить небольшой подъем по периметру кухни, тогда вся возможная вода точно будет стекать к центру.","Мелочи, о которых не подумали во время ремонта: 9 сожалений","16 мая"
"","Структурированная плитка","Мелочи, о которых не подумали во время ремонта: 9 сожалений","16 мая"
"","«Брали рельефный керамогранит, чтобы не скользил. Во-первых, когда он мокрый, то все равно скользкий, пусть и не так сильно, во-вторых, он очень хорошо накапливает грязь. Для прихожей точно не рекомендую, да и в кухне так себе».","Мелочи, о которых не подумали во время ремонта: 9 сожалений","16 мая"
"","Есть правило одинаковое для любых материалов: чем ближе к идеальной гладкости поверхность, тем легче она в уходе. Любой пористый или рельефный материал будет активно накапливать загрязнения в своих порах и углублениях. Чтобы пол был минимально скользким, лучше выбирайте лаппатированный или матовый керамогранит с гладкой поверхностью. В уборке он проще рельефного, в плане скольжения имеет показатель R11.","Мелочи, о которых не подумали во время ремонта: 9 сожалений","16 мая"
"","Некачественная затирка","Мелочи, о которых не подумали во время ремонта: 9 сожалений","16 мая"
"","«Бледно-бежевая плитка в кухне со светлой затиркой через пару лет стала выглядеть ужасно. В зоне готовки и в районе обеденного стола пятна, хотя казалось, что все пролитое быстро вытираю. Очень разочарована и плиткой, и затиркой этой!»","Мелочи, о которых не подумали во время ремонта: 9 сожалений","16 мая"
"","Есть две рекомендации касательно напольной плитки. Во-первых, стоит избегать вариантов с выраженной фаской, именно они предполагают довольно широкие плиточные швы. Во времена ректифицированного керамогранита легко найти вариант, который вас устроит стилистически, а уложить плитку можно почти бесшовно. Во-вторых, если применение затирки неизбежно, то стоит выбирать темную или эпоксидную затирку, которая после полного застывания по качеству не уступает керамограниту. Она не впитывает никаких загрязнений, не меняет цвет, не крошится. Но стоит дороже и требует определенных навыков в работе.","Мелочи, о которых не подумали во время ремонта: 9 сожалений","16 мая"
"","Узкие двери в хозблоке","Мелочи, о которых не подумали во время ремонта: 9 сожалений","16 мая"
"","«Хотели увеличить полезное пространство и выбрали вариант с дверью 50 см, надо было хотя бы 60 см брать. Особой погоды эти 10 см бы не сделали, но все ж комфортнее бы было протискиваться в кладовку. Тут дело в чем: в старой квартире в туалете дверь была 60 см, стандарт, ну и ничего, терпимо. Поэтому и решили в кладовку жалюзийную на 50 см ставить. Вот только в кладовку вечно что-то несешь или что-то выносишь, и вечно задеваешь косяки. Короче, идиотское решение было».","Мелочи, о которых не подумали во время ремонта: 9 сожалений","16 мая"
"","В вопросе выбора дверей стоит ориентироваться на эргономику и собственные параметры. Минимальный размер дверного полотна для хозблока – 55 см, то есть 50 см это даже меньше стандартов. Такие двери стоит ставить только в крайнем случае, если конструкция стен не позволяет вписать коробку большего размера. Пронести стандартный пылесос через такую дверь и не задеть дверной косяк или саму дверь почти искусство. Занести ящик с чем-то тоже проблема.","Мелочи, о которых не подумали во время ремонта: 9 сожалений","16 мая"
"","Мы советуем рассмотреть вариант с откатной дверью, если пространство позволяет, и выбрать проем около 70 см. Так вы сможете пронести что угодно, и любому взрослому будет комфортно.","Мелочи, о которых не подумали во время ремонта: 9 сожалений","16 мая"
"","Черная техника и фасады в кухне","Мелочи, о которых не подумали во время ремонта: 9 сожалений","16 мая"
"","«Не понимаю, о чем я думала, когда заказывала черный холодильник и черные фасады в кухню! Точнее, я почему-то думала, что вот на белом грязь видно, нержавейка вся заляпанная, а вот черный то… Фатальная ошибка, оттираю все следы с холодильника 2 раза в неделю, хотя можно и ежедневно, но нет времени. С кухней то же самое – по отпечаткам легко проследить, какими шкафами и ящиками пользуются чаще всего. Следующая кухня будет бежевая!»","Мелочи, о которых не подумали во время ремонта: 9 сожалений","16 мая"
"","К сожалению, да, это тот случай, когда красота требует жертв. Смотрится стильно и красиво, но только если не дотрагиваться. Черный очень хорошо проявляет любые загрязнения. Парадокс, но белый пол с легким рисунком будет выглядеть чище темного и однотонного. О подобных нюансах мы всегда предупреждаем заказчиков, прежде чем приступить к проектированию кухни и другой мебели.","Мелочи, о которых не подумали во время ремонта: 9 сожалений","16 мая"
"","А вам доводилось сидеть на среднем кресле между двумя тучными пассажирами, когда спереди ещё сидит женщина с яркими и навязчивыми духами, а сзади — ребёнок, который периодически пинает спинку вашего кресла? Думаете, что хуже быть уже не может? Тогда у меня для вас плохие новости! Стюардессы и не такое видели.","Стюардесса рассказала про самые неприятные выходки пассажиров в самолётах","28 апреля"
"","Я немного почитала интервью и рассказы и собрала для вас подборку самых ужасных выходок пассажиров, которые встречаются в самолёте. Если честно, никогда бы не подумала, что люди на такое способны. Но нет причин не доверять рассказам стюардесс, которые кучу времени проводят в замкнутой ""консервной банке"" с самыми разными людьми.","Стюардесса рассказала про самые неприятные выходки пассажиров в самолётах","28 апреля"
"","Ноги","Стюардесса рассказала про самые неприятные выходки пассажиров в самолётах","28 апреля"
"","Ни один рейс, в какой бы стране он ни проходил, не обходится без ""вонючих ног"". Причём ноги чаще всего пахнут вовсе не фиалками. Люди вытягивают ступни в проход, кладут на спинку кресел и между ними. Иногда даже укладывают на столик. И по салону разносится аромат несвежего сыра... А несколько раз были ситуации, когда соседи подобных пассажиров выливали на пол рядом духи. Думаю, можно легко представить, какой аромат тогда стоял в самолёте.","Стюардесса рассказала про самые неприятные выходки пассажиров в самолётах","28 апреля"
"","Подгузники","Стюардесса рассказала про самые неприятные выходки пассажиров в самолётах","28 апреля"
"","Периодически стюардессы сталкиваются с мамочками, которые решают поменять подгузник своему ребёнку. Ничего необычного, все мы люди и знаем, что у младенцев есть подгузники и их содержимое. Только вот дамы, о которых идёт речь, решили проделать эту неприятную операцию не в туалете, а прямо сидя в салон, положив ребёнка на откидной столик, на который подают еду. Во время раздачи горячего питания. Ну а подгузник потом просто отдали стюардессе.","Стюардесса рассказала про самые неприятные выходки пассажиров в самолётах","28 апреля"
"","Кстати, подгузники под сиденьями после полёта остаются регулярно. Так что это не какой-то единичный случай.
Ну а если у ребенка нет подгузников, то его можно высадить на горшок прямо в проходе. Все же так делают?","Стюардесса рассказала про самые неприятные выходки пассажиров в самолётах","28 апреля"
"","Креветки","Стюардесса рассказала про самые неприятные выходки пассажиров в самолётах","28 апреля"
"","А однажды пассажир решил сварить креветки в раковине в санузле самолёта. Видимо, был очень голодный. Иначе я не знаю, как это можно объяснить. Стюардесса пишет, что он пытался это сделать с помощью ""батареек"", но я не очень представляю, как такое возможно.","Стюардесса рассказала про самые неприятные выходки пассажиров в самолётах","28 апреля"
"","Клуб ""Mile High Club""","Стюардесса рассказала про самые неприятные выходки пассажиров в самолётах","28 апреля"
"","В этот своеобразный клуб попадают люди, у которых была близость на борту самолёта. Обычно для этого используют туалет. Там хоть и тесно, но без посторонних.","Стюардесса рассказала про самые неприятные выходки пассажиров в самолётах","28 апреля"
"","Но стюардесса поделилась, что иногда парочки просто накрываются покрывалами прямо на сиденьях. А как-то даже пытались делать это в проходе в конце салона. Там их и застукали. Кстати, самолёт пришлось посадить, а нарушителей высадить.","Стюардесса рассказала про самые неприятные выходки пассажиров в самолётах","28 апреля"
"","Сюрприз после полёта","Стюардесса рассказала про самые неприятные выходки пассажиров в самолётах","28 апреля"
"","На одном из рейсов трое турецких пассажиров, которых экипаж подозревал в краже духов из тележки беспошлинной торговли, были отправлены на свои места, а в конце полёта «оставили на полу мешок с мочой». В принципе, после горшков и брошенных подгузников — ничего удивительного.","Стюардесса рассказала про самые неприятные выходки пассажиров в самолётах","28 апреля"
